0,1563289586170912027,1563289586208079099
1,1563289586172271013,1563289586210752010
2,1563289586173156976,1563289586215543985
3,1563289586174124956,1563289586226213932
4,1563289586174973964,1563289586226542949
5,1563289586176019906,1563289586226845979
6,1563289586176816940,1563289586227138996
7,1563289586177923917,1563289586229306936
8,1563289586179797887,1563289586229744911
9,1563289586180890083,1563289586230041980
10,1563289586185302972,1563289586230326890
11,1563289586186224937,1563289586231594085
12,1563289586187330007,1563289586232028007
13,1563289586188393115,1563289586232326984
14,1563289586189645051,1563289586232620954
15,1563289586190680027,1563289586232912063
16,1563289586191688060,1563289586233539104
17,1563289586192989110,1563289586233922958
18,1563289586194004058,1563289586234220981
19,1563289586199302911,1563289586234513998
20,1563289586200165987,1563289586236372947
21,1563289586200938940,1563289586236665010
22,1563289586204361915,1563289586236949920
23,1563289586205312013,1563289586237241029
24,1563289586206870079,1563289586238270044
25,1563289586212182044,1563289586243145942
26,1563289586213104009,1563289586243453979
27,1563289586213963031,1563289586247840881
28,1563289586214845895,1563289586248146057
29,1563289586216337919,1563289586248436927
30,1563289586217087030,1563289586248725891
31,1563289586217866897,1563289586249017953
32,1563289586218631982,1563289586249306917
33,1563289586219556093,1563289586249599933
34,1563289586220323085,1563289586250040054
35,1563289586221153974,1563289586250332117
36,1563289586222793102,1563289586250623941
37,1563289586224097013,1563289586250910997
38,1563289586224885940,1563289586251199007
39,1563289586225653886,1563289586251488924
40,1563289586230963945,1563289586252094984
41,1563289586235279083,1563289586253880977
42,1563289586237858057,1563289586258141994
43,1563289586239023923,1563289586258553981
44,1563289586239782094,1563289586260119915
45,1563289586240494012,1563289586260624885
46,1563289586241214990,1563289586271733045
47,1563289586242073059,1563289586272891044
48,1563289586244198083,1563289586273195028
49,1563289586245008945,1563289586276272058
50,1563289586245743989,1563289586276576042
51,1563289586253144025,1563289586277046918
52,1563289586254621982,1563289586277755022
53,1563289586255367040,1563289586283893108
54,1563289586256206035,1563289586293211936
55,1563289586257078886,1563289586300533056
56,1563289586259350061,1563289586312700986
57,1563289586261379957,1563289586315921068
58,1563289586262265920,1563289586322238922
59,1563289586263319015,1563289586324906110
60,1563289586264147996,1563289586325973033
61,1563289586265419006,1563289586328408002
62,1563289586266297101,1563289586332870006
63,1563289586267034053,1563289586336299896
64,1563289586267755985,1563289586341811895
65,1563289586268559932,1563289586342255115
66,1563289586269279003,1563289586342549085
67,1563289586270067930,1563289586342839002
68,1563289586270786046,1563289586343130111
69,1563289586273684024,1563289586349071979
70,1563289586274597883,1563289586351464986
71,1563289586275352954,1563289586355436086
72,1563289586278395891,1563289586355837106
73,1563289586279139995,1563289586357048034
74,1563289586279928922,1563289586357347965
75,1563289586280755996,1563289586357639074
76,1563289586281469106,1563289586359561920
77,1563289586282322883,1563289586366803884
78,1563289586283165931,1563289586369405984
79,1563289586284544944,1563289586373833894
80,1563289586285259962,1563289586374145030
81,1563289586285965919,1563289586374439001
82,1563289586286685943,1563289586374730110
83,1563289586287391901,1563289586375040054
84,1563289586288095951,1563289586375401020
85,1563289586288813114,1563289586375827074
86,1563289586289530992,1563289586376281976
87,1563289586290317058,1563289586376569032
88,1563289586291029930,1563289586376862049
89,1563289586291738986,1563289586377155065
90,1563289586292599916,1563289586377444028
91,1563289586294039011,1563289586377736091
92,1563289586294780015,1563289586379400014
93,1563289586295597076,1563289586379703998
94,1563289586296391010,1563289586379993915
95,1563289586301353931,1563289586384247064
96,1563289586302366971,1563289586385310888
97,1563289586303210973,1563289586388083934
98,1563289586304044961,1563289586388380050
99,1563289586305176973,1563289586388659954
100,1563289586306410074,1563289586389061927
101,1563289586307198047,1563289586389362096
102,1563289586308146953,1563289586389653921
103,1563289586308881044,1563289586389942884
104,1563289586309722900,1563289586390233993
105,1563289586310471057,1563289586390522956
106,1563289586311188936,1563289586390947103
107,1563289586312078952,1563289586392971038
108,1563289586313700914,1563289586399791955
109,1563289586314565896,1563289586400094985
110,1563289586315300941,1563289586402725934
111,1563289586317011117,1563289586403048992
112,1563289586317831039,1563289586403343915
113,1563289586318562984,1563289586403635978
114,1563289586322912931,1563289586403928041
115,1563289586323719024,1563289586404222011
116,1563289586324436902,1563289586404514074
117,1563289586325494050,1563289586404804944
118,1563289586326519966,1563289586405102968
119,1563289586327234029,1563289586405389070
120,1563289586327950000,1563289586405680894
121,1563289586329094886,1563289586405972957
122,1563289586329910039,1563289586406598091
123,1563289586330699920,1563289586406897068
124,1563289586331440925,1563289586407186985
125,1563289586332382917,1563289586407479047
126,1563289586333705902,1563289586407768964
127,1563289586334638118,1563289586411638021
128,1563289586335364103,1563289586412086009
129,1563289586337172985,1563289586413503885
130,1563289586337918996,1563289586413795948
131,1563289586338635921,1563289586414086103
132,1563289586339350938,1563289586414372920
133,1563289586340056896,1563289586414657115
134,1563289586340770006,1563289586421994924
135,1563289586343923091,1563289586422955989
136,1563289586344701051,1563289586423245906
137,1563289586345436096,1563289586423526048
138,1563289586346185922,1563289586423816919
139,1563289586347089052,1563289586424108028
140,1563289586348045110,1563289586424396991
141,1563289586349744081,1563289586424688100
142,1563289586350651025,1563289586424978017
143,1563289586353044986,1563289586425271034
144,1563289586354026079,1563289586425554990
145,1563289586354762077,1563289586425846099
146,1563289586358654022,1563289586426134109
147,1563289586360418081,1563289586426418066
148,1563289586361205101,1563289586426707983
149,1563289586362062931,1563289586427001953
150,1563289586363231897,1563289586429086923
151,1563289586364115953,1563289586429388046
152,1563289586364867925,1563289586429681062
153,1563289586365592956,1563289586430501937
154,1563289586367490053,1563289586430797100
155,1563289586368293046,1563289586431088924
156,1563289586370296001,1563289586431381940
157,1563289586371108055,1563289586431670904
158,1563289586371967077,1563289586432302951
159,1563289586380542993,1563289586432604074
160,1563289586381752967,1563289586432890892
161,1563289586382707118,1563289586433181047
162,1563289586384947061,1563289586438237905
163,1563289586386023044,1563289586438548088
164,1563289586387026071,1563289586438838958
165,1563289586387748003,1563289586439133882
166,1563289586391814947,1563289586439425945
167,1563289586393737077,1563289586439713954
168,1563289586394618988,1563289586440010070
169,1563289586395369052,1563289586440296888
170,1563289586396097898,1563289586440587043
171,1563289586396872997,1563289586440872907
172,1563289586412813901,1563289586441159963
173,1563289586415316104,1563289586441452026
174,1563289586416068077,1563289586441745042
175,1563289586434573888,1563289586444792032
176,1563289586435501098,1563289586450042009
177,1563289586436243057,1563289586453318119
178,1563289586442517995,1563289586456269979
179,1563289586443288087,1563289586459264993
180,1563289586444118022,1563289586460885047
181,1563289586445528984,1563289586473148107
182,1563289586446314096,1563289586473875999
183,1563289586447020053,1563289586477310895
184,1563289586447732925,1563289586477634906
185,1563289586448565006,1563289586481271028
186,1563289586449352979,1563289586481795072
187,1563289586450673103,1563289586484242916
188,1563289586451498031,1563289586486385107
189,1563289586452605009,1563289586489419937
190,1563289586453872919,1563289586489722967
191,1563289586454775094,1563289586492290973
192,1563289586455589056,1563289586494549036
193,1563289586457067012,1563289586494853019
194,1563289586457886934,1563289586495143890
195,1563289586458614110,1563289586495440959
196,1563289586460319995,1563289586499042987
197,1563289586461936950,1563289586500356912
198,1563289586462693929,1563289586500986099
199,1563289586463450908,1563289586501287937
200,1563289586464195966,1563289586501579046
201,1563289586464920997,1563289586502008914
202,1563289586465733051,1563289586505320072
203,1563289586466451883,1563289586505630016
204,1563289586467168092,1563289586505922079
205,1563289586467881917,1563289586506210088
206,1563289586468590021,1563289586506500959
207,1563289586469305038,1563289586506791114
208,1563289586470015048,1563289586507081031
209,1563289586470793962,1563289586507370948
210,1563289586471513986,1563289586507720947
211,1563289586472457885,1563289586509191989
212,1563289586474656105,1563289586509491920
213,1563289586475403070,1563289586512984991
214,1563289586476231098,1563289586518179893
215,1563289586478358030,1563289586518491983
216,1563289586479130983,1563289586524171113
217,1563289586480216979,1563289586524482011
218,1563289586482825040,1563289586524776935
219,1563289586483587980,1563289586525253057
220,1563289586484966993,1563289586525548934
221,1563289586486627101,1563289586525840044
222,1563289586487390041,1563289586526133060
223,1563289586488111972,1563289586526422977
224,1563289586488926887,1563289586526714086
225,1563289586490442991,1563289586527008056
226,1563289586491291046,1563289586527292966
227,1563289586493016958,1563289586527582883
228,1563289586493767976,1563289586527869939
229,1563289586496598005,1563289586528155088
230,1563289586497405052,1563289586528445005
231,1563289586498543024,1563289586528736114
232,1563289586502685070,1563289586529025077
233,1563289586503681898,1563289586529314041
234,1563289586508405923,1563289586532362937
235,1563289586510246038,1563289586532669067
236,1563289586510991096,1563289586532962083
237,1563289586512257099,1563289586533252954
238,1563289586513921976,1563289586533543109
239,1563289586514697074,1563289586534079074
240,1563289586515413999,1563289586535146951
241,1563289586516222953,1563289586535439968
242,1563289586517024993,1563289586535733938
243,1563289586519361972,1563289586536323070
244,1563289586521105051,1563289586538930892
245,1563289586529968976,1563289586542131900
246,1563289586530747890,1563289586542439937
247,1563289586536921024,1563289586547070026
248,1563289586538012027,1563289586550941944
249,1563289586539547920,1563289586552170038
250,1563289586540277004,1563289586552494049
251,1563289586541678905,1563289586553746938
252,1563289586543318986,1563289586556404113
253,1563289586544080972,1563289586559597015
254,1563289586544814109,1563289586562177896
255,1563289586545532941,1563289586562681913
256,1563289586546400070,1563289586562985897
257,1563289586548372983,1563289586568053007
258,1563289586549165010,1563289586572455883
259,1563289586549894094,1563289586572762012
260,1563289586554507017,1563289586574794054
261,1563289586555360078,1563289586575304985
262,1563289586557053089,1563289586576039075
263,1563289586557921886,1563289586582827091
264,1563289586558712005,1563289586583137035
265,1563289586560198068,1563289586583429098
266,1563289586560944080,1563289586584269046
267,1563289586563592910,1563289586590339899
268,1563289586564351081,1563289586590642929
269,1563289586565071105,1563289586590934991
270,1563289586565784931,1563289586591222047
271,1563289586566569089,1563289586594994068
272,1563289586567519903,1563289586596076965
273,1563289586568926095,1563289586596379041
274,1563289586569720029,1563289586596664905
275,1563289586570442914,1563289586598737001
276,1563289586571170091,1563289586599044084
277,1563289586573764085,1563289586599330902
278,1563289586574497938,1563289586599622011
279,1563289586576605081,1563289586599912881
280,1563289586577344894,1563289586600200891
281,1563289586578145980,1563289586600490093
282,1563289586579021930,1563289586606273889
283,1563289586580025911,1563289586608367919
284,1563289586580775022,1563289586608783960
285,1563289586581630945,1563289586609081983
286,1563289586585360050,1563289586609375000
